Timestamp, Temp_Raw, CPU_Raw, RAM_Raw, Battery_Raw, Temp_Filtered, CPU_Filtered, RAM_Filtered, Battery_Filtered, Stress_Score, Is_Normal
2026-08-20 19:55:50, 42.16, 0, 69.3, 47, 43.544, 0, 69.36, 47, 36.5896, 1
2026-08-20 19:55:51, 41.64, 0, 69.3, 47, 42.896, 0, 69.34, 47, 36.3264, 1
2026-08-20 19:55:52, 42.02, 0, 68.8, 47, 41.884, 0, 69.22, 47, 35.8976, 1
2026-08-20 19:55:53, 41.7, 0, 68.8, 47, 41.876, 0, 69.1, 47, 35.8704, 1
2026-08-20 19:55:54, 41.34, 0, 68.8, 47, 41.772, 0, 69, 47, 35.8088, 1
2026-08-20 19:55:55, 41.62, 0, 68.8, 47, 41.664, 0, 68.9, 47, 35.7456, 1
2026-08-20 19:55:56, 41.24, 0, 68.8, 47, 41.584, 0, 68.8, 47, 35.6936, 1
2026-08-20 19:55:57, 41.5, 0, 68.8, 47, 41.48, 0, 68.8, 47, 35.652, 1
2026-08-20 19:55:58, 41.3, 0, 68.8, 47, 41.4, 0, 68.8, 47, 35.62, 1
2026-08-20 19:55:59, 41.64, 0, 68.8, 47, 41.46, 0, 68.8, 47, 35.644, 1
2026-08-20 19:56:00, 41.58, 0, 68.8, 47, 41.452, 0, 68.8, 47, 35.6408, 1
2026-08-20 19:56:01, 42.84, 0, 68.8, 47, 41.772, 0, 68.8, 47, 35.7688, 1
2026-08-20 19:56:02, 42.42, 0, 68.8, 47, 41.956, 0, 68.8, 47, 35.8424, 1
2026-08-20 19:56:03, 43.76, 0, 68.9, 47, 42.448, 0, 68.82, 47, 36.0432, 1
2026-08-20 19:56:04, 44.68, 0, 69.3, 47, 43.056, 0, 68.92, 47, 36.3064, 1
2026-08-20 19:56:05, 44.36, 0, 69.3, 47, 43.612, 0, 69.02, 47, 36.5488, 1
2026-08-20 19:56:06, 45.96, 0, 69.9, 47, 44.236, 0, 69.24, 47, 36.8424, 1
2026-08-20 19:56:07, 42.86, 0, 69.9, 47, 44.324, 0, 69.46, 47, 36.9216, 1
2026-08-20 19:56:08, 43.3, 0, 69.9, 47, 44.232, 0, 69.66, 47, 36.9248, 1
2026-08-20 19:56:09, 44.78, 0, 69.9, 47, 44.252, 0, 69.78, 47, 36.9568, 1
2026-08-20 19:56:11, 43.18, 0, 69.7, 47, 44.016, 0, 69.86, 47, 36.8784, 1
2026-08-20 19:56:12, 44.06, 0, 69.8, 47, 43.636, 0, 69.84, 47, 36.7224, 1
2026-08-20 19:56:13, 43.46, 0, 69.7, 47, 43.756, 0, 69.8, 47, 36.7624, 1
2026-08-20 19:56:14, 43, 0, 69.6, 47, 43.696, 0, 69.74, 47, 36.7264, 1
2026-08-20 19:56:15, 43.44, 0, 69.6, 47, 43.428, 0, 69.68, 47, 36.6072, 1
2026-08-20 19:56:16, 43.18, 0, 69.6, 47, 43.428, 0, 69.66, 47, 36.6032, 1
2026-08-20 19:56:17, 42.96, 0, 69.6, 47, 43.208, 0, 69.62, 47, 36.5072, 1
2026-08-20 19:56:18, 43.58, 0, 69.6, 47, 43.232, 0, 69.6, 47, 36.5128, 1
2026-08-20 19:56:19, 43.08, 0, 69.6, 47, 43.248, 0, 69.6, 47, 36.5192, 1
2026-08-20 19:56:20, 43.68, 0, 69.5, 47, 43.296, 0, 69.58, 47, 36.5344, 1
2026-08-20 19:56:21, 43.2, 0, 69.6, 47, 43.3, 0, 69.58, 47, 36.536, 1
2026-08-20 19:56:22, 42.98, 0, 69.6, 47, 43.304, 0, 69.58, 47, 36.5376, 1
2026-08-20 19:56:23, 43.2, 0, 69.6, 47, 43.228, 0, 69.58, 47, 36.5072, 1
2026-08-20 19:56:24, 44.8, 66.7, 69.9, 47, 43.572, 13.34, 69.64, 47, 40.6588, 1
2026-08-20 19:56:25, 45.68, 0, 70, 47, 43.972, 13.34, 69.74, 47, 40.8388, 1
2026-08-20 19:56:26, 44.72, 0, 70, 47, 44.276, 13.34, 69.82, 47, 40.9764, 1
2026-08-20 19:56:27, 44.12, 0, 70, 47, 44.504, 13.34, 69.9, 47, 41.0836, 1
2026-08-20 19:56:28, 44.2, 0, 70, 47, 44.704, 13.34, 69.98, 47, 41.1796, 1
2026-08-20 19:56:29, 42.84, 0, 70, 47, 44.312, 0, 70, 47, 37.0248, 1
2026-08-20 19:56:30, 44.52, 0, 69.9, 47, 44.08, 0, 69.98, 47, 36.928, 1
2026-08-20 19:56:31, 43.84, 0, 69.9, 47, 43.904, 0, 69.96, 47, 36.8536, 1
2026-08-20 19:56:32, 43.76, 0, 69.8, 47, 43.832, 0, 69.92, 47, 36.8168, 1
2026-08-20 19:56:33, 42.98, 0, 69.8, 47, 43.588, 0, 69.88, 47, 36.7112, 1
2026-08-20 19:56:34, 44.18, 0, 69.9, 47, 43.856, 0, 69.86, 47, 36.8144, 1
2026-08-20 19:56:35, 45.16, 0, 70, 47, 43.984, 0, 69.88, 47, 36.8696, 1
2026-08-20 19:56:36, 46.2, 0, 70.1, 47, 44.456, 0, 69.92, 47, 37.0664, 1
2026-08-20 19:56:37, 45.18, 0, 70.1, 47, 44.74, 0, 69.98, 47, 37.192, 1
2026-08-20 19:56:38, 44.54, 0, 70.1, 47, 45.052, 0, 70.04, 47, 37.3288, 1
2026-08-20 19:56:39, 43.96, 0, 70.1, 47, 45.008, 0, 70.08, 47, 37.3192, 1
2026-08-20 19:56:40, 44.92, 0, 70.1, 47, 44.96, 0, 70.1, 47, 37.304, 1
2026-08-20 19:56:41, 44.44, 0, 70.1, 47, 44.608, 0, 70.1, 47, 37.1632, 1
2026-08-20 19:56:42, 45.02, 0, 70.1, 47, 44.576, 0, 70.1, 47, 37.1504, 1
2026-08-20 19:56:43, 45, 0, 70, 47, 44.668, 0, 70.08, 47, 37.1832, 1
2026-08-20 19:56:44, 43.7, 27.5, 70.1, 47, 44.616, 5.5, 70.08, 47, 38.8124, 1
2026-08-20 19:56:45, 44.12, 0, 70, 47, 44.456, 5.5, 70.06, 47, 38.7444, 1
2026-08-20 19:56:46, 46.06, 0, 70.2, 47, 44.78, 5.5, 70.08, 47, 38.878, 1
2026-08-20 19:56:47, 43.34, 0, 70.1, 47, 44.444, 5.5, 70.08, 47, 38.7436, 1
2026-08-20 19:56:48, 44.02, 0, 70, 47, 44.248, 5.5, 70.08, 47, 38.6652, 1
2026-08-20 19:56:49, 43.32, 0, 69.9, 47, 44.172, 0, 70.04, 47, 36.9768, 1
2026-08-20 19:56:50, 42.36, 0, 70.1, 47, 43.82, 0, 70.06, 47, 36.84, 1
2026-08-20 19:56:51, 42.54, 0, 70, 47, 43.116, 0, 70.02, 47, 36.5504, 1
2026-08-20 19:56:52, 44.36, 0, 70, 47, 43.32, 0, 70, 47, 36.628, 1
2026-08-20 19:56:53, 43.06, 0, 70, 47, 43.128, 0, 70, 47, 36.5512, 1
2026-08-20 19:56:54, 43.2, 0, 70, 47, 43.104, 0, 70.02, 47, 36.5456, 1
2026-08-20 19:56:55, 42.98, 0, 70, 47, 43.228, 0, 70, 47, 36.5912, 1
2026-08-20 19:56:56, 43.34, 0, 69.9, 47, 43.388, 0, 69.98, 47, 36.6512, 1
2026-08-20 19:56:57, 42.92, 0, 69.9, 47, 43.1, 0, 69.96, 47, 36.532, 1
2026-08-20 19:56:58, 44.56, 0, 70, 47, 43.4, 0, 69.96, 47, 36.652, 1
2026-08-20 19:56:59, 42.52, 0, 70.1, 47, 43.264, 0, 69.98, 47, 36.6016, 1
2026-08-20 19:57:00, 43.46, 0, 70.1, 47, 43.36, 0, 70, 47, 36.644, 1
2026-08-20 19:57:01, 44.4, 0, 70.1, 47, 43.572, 0, 70.04, 47, 36.7368, 1
2026-08-20 19:57:02, 44.22, 43.3, 70, 47, 43.832, 8.66, 70.06, 47, 39.4428, 1
2026-08-20 19:57:03, 43.06, 0, 69.9, 47, 43.532, 8.66, 70.04, 47, 39.3188, 1
2026-08-20 19:57:04, 44.3, 0, 69.9, 47, 43.888, 8.66, 70, 47, 39.4532, 1
2026-08-20 19:57:05, 43.54, 0, 70, 47, 43.904, 8.66, 69.98, 47, 39.4556, 1
2026-08-20 19:57:06, 44, 0, 70.1, 47, 43.824, 8.66, 69.98, 47, 39.4236, 1
2026-08-20 19:57:07, 43.78, 0, 70.1, 47, 43.736, 0, 70, 47, 36.7944, 1
2026-08-20 19:57:08, 43.52, 0, 70, 47, 43.828, 0, 70.02, 47, 36.8352, 1
2026-08-20 19:57:09, 42.54, 0, 70, 47, 43.476, 0, 70.04, 47, 36.6984, 1
2026-08-20 19:57:10, 45.7, 0, 70.2, 47, 43.908, 0, 70.08, 47, 36.8792, 1
2026-08-20 19:57:11, 43.72, 0, 70.2, 47, 43.852, 0, 70.1, 47, 36.8608, 1
2026-08-20 19:57:12, 43.76, 0, 70.2, 47, 43.848, 0, 70.12, 47, 36.8632, 1
2026-08-20 19:57:13, 44.24, 0, 70.3, 47, 43.992, 0, 70.18, 47, 36.9328, 1
2026-08-20 19:57:14, 44.62, 0, 70.3, 47, 44.408, 0, 70.24, 47, 37.1112, 1
2026-08-20 19:57:15, 42.64, 0, 70.3, 47, 43.796, 0, 70.26, 47, 36.8704, 1
2026-08-20 19:57:16, 42.54, 0, 70.3, 47, 43.56, 0, 70.28, 47, 36.78, 1
2026-08-20 19:57:17, 42.46, 0, 70.4, 47, 43.3, 0, 70.32, 47, 36.684, 1
2026-08-20 19:57:18, 43.5, 0, 70.3, 47, 43.152, 0, 70.32, 47, 36.6248, 1
2026-08-20 19:57:19, 43.44, 37.5, 70.3, 47, 42.916, 7.5, 70.32, 47, 38.7804, 1
2026-08-20 19:57:20, 44.34, 0, 70.3, 47, 43.256, 7.5, 70.32, 47, 38.9164, 1
2026-08-20 19:57:21, 42.92, 0, 70.2, 47, 43.332, 7.5, 70.3, 47, 38.9428, 1
2026-08-20 19:57:22, 43.2, 0, 70.1, 47, 43.48, 7.5, 70.24, 47, 38.99, 1
2026-08-20 19:57:23, 43.36, 100, 70.2, 47, 43.452, 27.5, 70.22, 47, 44.9748, 1
2026-08-20 19:57:24, 42.8, 0, 70.2, 47, 43.324, 20, 70.2, 47, 42.6696, 1
2026-08-20 19:57:25, 44.5, 0, 70.4, 47, 43.356, 20, 70.22, 47, 42.6864, 1
2026-08-20 19:57:26, 43.12, 0, 70.4, 47, 43.396, 20, 70.26, 47, 42.7104, 1
2026-08-20 19:57:27, 42.78, 0, 70.4, 47, 43.312, 20, 70.32, 47, 42.6888, 1
2026-08-20 19:57:28, 43.82, 0, 70.2, 47, 43.404, 0, 70.32, 47, 36.7256, 1
2026-08-20 19:57:29, 42.44, 100, 70.2, 47, 43.332, 20, 70.32, 47, 42.6968, 1
2026-08-20 19:57:30, 45.24, 0, 70.3, 47, 43.48, 20, 70.3, 47, 42.752, 1
2026-08-20 19:57:31, 43.74, 0, 70.3, 47, 43.604, 20, 70.28, 47, 42.7976, 1
2026-08-20 19:57:32, 43.46, 0, 70.2, 47, 43.74, 20, 70.24, 47, 42.844, 1
2026-08-20 19:57:33, 42.86, 0, 70.1, 47, 43.548, 20, 70.22, 47, 42.7632, 1
2026-08-20 19:57:34, 44.32, 0, 70.2, 47, 43.924, 0, 70.22, 47, 36.9136, 1
2026-08-20 19:57:35, 44.22, 0, 70.4, 47, 43.72, 0, 70.24, 47, 36.836, 1
2026-08-20 19:57:36, 44.46, 0, 70.4, 47, 43.864, 0, 70.26, 47, 36.8976, 1
2026-08-20 19:57:37, 44.76, 0, 70.5, 47, 44.124, 0, 70.32, 47, 37.0136, 1
2026-08-20 19:57:38, 44.56, 0, 70.5, 47, 44.464, 0, 70.4, 47, 37.1656, 1
2026-08-20 19:57:39, 43.96, 0, 70.5, 47, 44.392, 0, 70.46, 47, 37.1488, 1
2026-08-20 19:57:40, 46.04, 0, 70.6, 47, 44.756, 0, 70.5, 47, 37.3024, 1
2026-08-20 19:57:41, 44.16, 0, 70.5, 47, 44.696, 0, 70.52, 47, 37.2824, 1
2026-08-20 19:57:42, 46.04, 0, 70.6, 47, 44.952, 0, 70.54, 47, 37.3888, 1
2026-08-20 19:57:43, 44.36, 0, 70.6, 47, 44.912, 0, 70.56, 47, 37.3768, 1
2026-08-20 19:57:44, 44.5, 0, 70.6, 47, 45.02, 0, 70.58, 47, 37.424, 1
2026-08-20 19:57:45, 43.92, 0, 70.6, 47, 44.596, 0, 70.58, 47, 37.2544, 1
2026-08-20 19:57:46, 44.5, 71.4, 70.6, 47, 44.664, 14.28, 70.6, 47, 41.5696, 1
2026-08-20 19:57:47, 43.42, 0, 70.6, 47, 44.14, 14.28, 70.6, 47, 41.36, 1
2026-08-20 19:57:48, 43.84, 0, 70.6, 47, 44.036, 14.28, 70.6, 47, 41.3184, 1
2026-08-20 19:57:49, 46.36, 0, 70.6, 47, 44.408, 14.28, 70.6, 47, 41.4672, 1
2026-08-20 19:57:50, 44.78, 0, 70.6, 47, 44.58, 14.28, 70.6, 47, 41.536, 1
2026-08-20 19:57:51, 44.36, 0, 70.6, 47, 44.552, 0, 70.6, 47, 37.2408, 1
2026-08-20 19:57:52, 44.94, 0, 70.6, 47, 44.856, 0, 70.6, 47, 37.3624, 1
2026-08-20 19:57:53, 45.08, 0, 70.8, 47, 45.104, 0, 70.64, 47, 37.4696, 1
2026-08-20 19:57:54, 45.98, 0, 70.9, 47, 45.028, 0, 70.7, 47, 37.4512, 1
2026-08-20 19:57:55, 46, 0, 70.9, 47, 45.272, 0, 70.76, 47, 37.5608, 1
2026-08-20 19:57:56, 45.44, 0, 70.9, 47, 45.488, 0, 70.82, 47, 37.6592, 1
2026-08-20 19:57:57, 44.62, 0, 70.9, 47, 45.424, 0, 70.88, 47, 37.6456, 1
2026-08-20 19:57:58, 45.18, 0, 70.8, 47, 45.444, 0, 70.88, 47, 37.6536, 1
2026-08-20 19:57:59, 44.04, 0, 70.8, 47, 45.056, 0, 70.86, 47, 37.4944, 1
2026-08-20 19:58:00, 44.22, 0, 70.9, 47, 44.7, 0, 70.86, 47, 37.352, 1
2026-08-20 19:58:01, 45.02, 0, 70.8, 47, 44.616, 0, 70.84, 47, 37.3144, 1
2026-08-20 19:58:02, 46.48, 60, 66.3, 47, 44.988, 12, 69.92, 47, 40.8792, 1
2026-08-20 19:58:03, 46.6, 0, 63.8, 47, 45.272, 12, 68.52, 47, 40.7128, 1
2026-08-20 19:58:04, 45.48, 0, 63.6, 47, 45.56, 12, 67.08, 47, 40.54, 1
2026-08-20 19:58:05, 52.58, 0, 66, 47, 47.232, 12, 66.1, 47, 41.0128, 1
2026-08-20 19:58:06, 46.78, 0, 66.5, 47, 47.584, 12, 65.24, 47, 40.9816, 1
2026-08-20 19:58:07, 47.68, 0, 67, 47, 47.824, 0, 65.38, 47, 37.5056, 1
2026-08-20 19:58:08, 48.64, 0, 67.3, 47, 48.232, 0, 66.08, 47, 37.8088, 1
2026-08-20 19:58:09, 45.54, 0, 67.2, 47, 48.244, 0, 66.8, 47, 37.9576, 1
2026-08-20 19:58:10, 46.94, 0, 67.2, 47, 47.116, 0, 67.04, 47, 37.5544, 1
2026-08-20 19:58:11, 45.24, 0, 67.3, 47, 46.808, 0, 67.2, 47, 37.4632, 1
2026-08-20 19:58:12, 47.56, 0, 67.4, 47, 46.784, 0, 67.28, 47, 37.4696, 1
2026-08-20 19:58:13, 45.96, 0, 67.5, 47, 46.248, 0, 67.32, 47, 37.2632, 1
2026-08-20 19:58:14, 45.56, 0, 67.4, 47, 46.252, 0, 67.36, 47, 37.2728, 1
2026-08-20 19:58:15, 44.54, 0, 67.5, 47, 45.772, 0, 67.42, 47, 37.0928, 1
2026-08-20 19:58:16, 45.16, 0, 67.5, 47, 45.756, 0, 67.46, 47, 37.0944, 1
2026-08-20 19:58:17, 44.08, 0, 67.5, 47, 45.06, 0, 67.48, 47, 36.82, 1
2026-08-20 19:58:18, 44.9, 0, 67.5, 47, 44.848, 0, 67.48, 47, 36.7352, 1
2026-08-20 19:58:19, 46.4, 0, 67.6, 47, 45.016, 0, 67.52, 47, 36.8104, 1
2026-08-20 19:58:20, 46.22, 0, 67.6, 47, 45.352, 0, 67.54, 47, 36.9488, 1
2026-08-20 19:58:21, 45.66, 90.9, 67.8, 47, 45.452, 18.18, 67.6, 47, 42.4548, 1
2026-08-20 19:58:22, 46.92, 0, 67.7, 47, 46.02, 18.18, 67.64, 47, 42.69, 1
2026-08-20 19:58:23, 48.16, 0, 68.5, 47, 46.672, 18.18, 67.84, 47, 42.9908, 1
2026-08-20 19:58:24, 48.32, 0, 68.3, 47, 47.056, 18.18, 67.98, 47, 43.1724, 1
2026-08-20 19:58:26, 50.12, 0, 68.5, 47, 47.836, 18.18, 68.16, 47, 43.5204, 1
2026-08-20 19:58:27, 52.38, 0, 69.3, 47, 49.18, 0, 68.46, 47, 38.664, 1
2026-08-20 19:58:28, 49.3, 0, 69.3, 47, 49.656, 0, 68.78, 47, 38.9184, 1
2026-08-20 19:58:29, 50.64, 0, 69.4, 47, 50.152, 0, 68.96, 47, 39.1528, 1
2026-08-20 19:58:30, 52.2, 0, 69.9, 46, 50.928, 0, 69.28, 46.8, 39.5472, 1
2026-08-20 19:58:31, 51.28, 0, 70.1, 46, 51.16, 0, 69.6, 46.6, 39.724, 1
2026-08-20 19:58:32, 49.36, 0, 70, 46, 50.556, 0, 69.74, 46.4, 39.5304, 1
2026-08-20 19:58:33, 49.04, 14.3, 70, 46, 50.504, 2.86, 69.88, 46.2, 40.4156, 1
2026-08-20 19:58:34, 45.66, 0, 70.3, 46, 49.508, 2.86, 70.06, 46, 40.0732, 1
2026-08-20 19:58:35, 45, 0, 70.3, 46, 48.068, 2.86, 70.14, 46, 39.5132, 1
2026-08-20 19:58:36, 45.98, 0, 70.4, 46, 47.008, 2.86, 70.2, 46, 39.1012, 1
2026-08-20 19:58:37, 46.82, 0, 70.5, 46, 46.5, 2.86, 70.3, 46, 38.918, 1
2026-08-20 19:58:38, 46.12, 0, 70.6, 46, 45.916, 0, 70.42, 46, 37.8504, 1
2026-08-20 19:58:39, 43.8, 0, 70.7, 46, 45.544, 0, 70.5, 46, 37.7176, 1
2026-08-20 19:58:40, 44.66, 0, 71.2, 46, 45.476, 0, 70.68, 46, 37.7264, 1
2026-08-20 19:58:41, 45.26, 0, 71.6, 46, 45.332, 0, 70.92, 46, 37.7168, 1
2026-08-20 19:58:42, 43.1, 0, 71.6, 46, 44.588, 0, 71.14, 46, 37.4632, 1
2026-08-20 19:58:43, 45.58, 0, 71.6, 46, 44.48, 0, 71.34, 46, 37.46, 1
2026-08-20 19:58:44, 45.38, 84.6, 71.7, 46, 44.796, 16.92, 71.54, 46, 42.7024, 1
2026-08-20 19:58:45, 45.66, 0, 71.7, 46, 44.996, 16.92, 71.64, 46, 42.8024, 1
2026-08-20 19:58:46, 45.46, 0, 71.9, 46, 45.036, 16.92, 71.7, 46, 42.8304, 1
2026-08-20 19:58:47, 44.26, 0, 71.6, 46, 45.268, 16.92, 71.7, 46, 42.9232, 1
2026-08-20 19:58:48, 42.2, 0, 71.7, 46, 44.592, 16.92, 71.72, 46, 42.6568, 1
2026-08-20 19:58:49, 43.26, 0, 71.7, 46, 44.168, 0, 71.72, 46, 37.4112, 1
2026-08-20 19:58:50, 43.44, 0, 71.5, 46, 43.724, 0, 71.68, 46, 37.2256, 1
2026-08-20 19:58:51, 45.08, 66.7, 71.6, 46, 43.648, 13.34, 71.62, 46, 41.1852, 1
2026-08-20 19:58:52, 45.84, 0, 71.6, 46, 43.964, 13.34, 71.62, 46, 41.3116, 1
2026-08-20 19:58:53, 46.98, 0, 71.3, 46, 44.92, 13.34, 71.54, 46, 41.678, 1
2026-08-20 19:58:54, 43.56, 0, 71.3, 46, 44.98, 13.34, 71.46, 46, 41.686, 1
2026-08-20 19:58:55, 43.66, 0, 71.3, 46, 45.024, 13.34, 71.42, 46, 41.6956, 1
2026-08-20 19:58:56, 43.42, 0, 71.3, 46, 44.692, 0, 71.36, 46, 37.5488, 1
2026-08-20 19:58:57, 43.16, 0, 71.4, 46, 44.156, 0, 71.32, 46, 37.3264, 1
2026-08-20 19:58:58, 43.06, 0, 71.4, 46, 43.372, 0, 71.34, 46, 37.0168, 1
2026-08-20 19:58:59, 44.82, 0, 71.4, 46, 43.624, 0, 71.36, 46, 37.1216, 1
2026-08-20 19:59:00, 44.58, 0, 71.4, 46, 43.808, 0, 71.38, 46, 37.1992, 1
2026-08-20 19:59:01, 44.86, 0, 71.2, 46, 44.096, 0, 71.36, 46, 37.3104, 1
2026-08-20 19:59:02, 44.5, 0, 71.1, 46, 44.364, 0, 71.3, 46, 37.4056, 1
2026-08-20 19:59:03, 42.26, 0, 71.1, 46, 44.204, 0, 71.24, 46, 37.3296, 1
2026-08-20 19:59:04, 42.84, 0, 71.1, 46, 43.808, 0, 71.18, 46, 37.1592, 1
2026-08-20 19:59:05, 43.5, 75, 71.1, 46, 43.592, 15, 71.12, 46, 41.5608, 1
2026-08-20 19:59:06, 46.24, 0, 71.1, 46, 43.868, 15, 71.1, 46, 41.6672, 1
2026-08-20 19:59:07, 42.92, 0, 71.1, 46, 43.552, 15, 71.1, 46, 41.5408, 1
2026-08-20 19:59:08, 44.36, 0, 71.1, 46, 43.972, 15, 71.1, 46, 41.7088, 1
2026-08-20 19:59:09, 44.9, 0, 70.9, 46, 44.384, 15, 71.06, 46, 41.8656, 1
2026-08-20 19:59:10, 44.12, 0, 70.9, 46, 44.508, 0, 71.02, 46, 37.4072, 1
2026-08-20 19:59:11, 45.86, 0, 70.7, 46, 44.432, 0, 70.94, 46, 37.3608, 1
2026-08-20 19:59:12, 43.94, 0, 70.7, 46, 44.636, 0, 70.86, 46, 37.4264, 1
2026-08-20 19:59:13, 42.8, 0, 70.6, 46, 44.324, 0, 70.76, 46, 37.2816, 1
2026-08-20 19:59:14, 42.46, 0, 70.6, 46, 43.836, 0, 70.7, 46, 37.0744, 1
2026-08-20 19:59:15, 42.8, 0, 70.6, 46, 43.572, 0, 70.64, 46, 36.9568, 1
2026-08-20 19:59:16, 42.9, 0, 70.6, 46, 42.98, 0, 70.62, 46, 36.716, 1
2026-08-20 19:59:17, 43, 0, 70.6, 46, 42.792, 0, 70.6, 46, 36.6368, 1
2026-08-20 19:59:18, 42.24, 0, 70.6, 46, 42.68, 0, 70.6, 46, 36.592, 1
2026-08-20 19:59:19, 42.42, 0, 70.6, 46, 42.672, 0, 70.6, 46, 36.5888, 1
2026-08-20 19:59:20, 42.86, 0, 70.6, 46, 42.684, 0, 70.6, 46, 36.5936, 1
2026-08-20 19:59:21, 43.9, 0, 70.6, 46, 42.884, 0, 70.6, 46, 36.6736, 1
2026-08-20 19:59:22, 44.62, 0, 70.4, 46, 43.208, 0, 70.56, 46, 36.7952, 1
2026-08-20 19:59:23, 44.78, 0, 70.3, 46, 43.716, 0, 70.5, 46, 36.9864, 1
2026-08-20 19:59:24, 44.48, 0, 70.4, 46, 44.128, 0, 70.46, 46, 37.1432, 1
2026-08-20 19:59:25, 45.46, 0, 70.5, 46, 44.648, 0, 70.44, 46, 37.3472, 1
2026-08-20 19:59:26, 45.78, 0, 70.6, 46, 45.024, 0, 70.44, 46, 37.4976, 1
2026-08-20 19:59:27, 45.18, 0, 70.6, 46, 45.136, 0, 70.48, 46, 37.5504, 1
2026-08-20 19:59:28, 44.76, 0, 70.5, 46, 45.132, 0, 70.52, 46, 37.5568, 1
2026-08-20 19:59:29, 43.8, 0, 70.5, 46, 44.996, 0, 70.54, 46, 37.5064, 1
2026-08-20 19:59:30, 44.08, 0, 70.6, 46, 44.72, 0, 70.56, 46, 37.4, 1
2026-08-20 19:59:31, 44.68, 0, 71.1, 46, 44.5, 0, 70.66, 46, 37.332, 1
2026-08-20 19:59:32, 46.7, 0, 71.3, 46, 44.804, 0, 70.8, 46, 37.4816, 1
2026-08-20 19:59:33, 46.88, 0, 71.4, 46, 45.228, 0, 70.98, 46, 37.6872, 1
2026-08-20 19:59:34, 45.72, 0, 71.4, 46, 45.612, 0, 71.16, 46, 37.8768, 1
2026-08-20 19:59:35, 44.44, 0, 71.4, 46, 45.684, 0, 71.32, 46, 37.9376, 1
2026-08-20 19:59:36, 42.9, 0, 71.4, 46, 45.328, 0, 71.38, 46, 37.8072, 1
2026-08-20 19:59:37, 43.14, 0, 71.3, 46, 44.616, 0, 71.38, 46, 37.5224, 1
2026-08-20 19:59:38, 43.9, 0, 70.7, 46, 44.02, 0, 71.24, 46, 37.256, 1
2026-08-20 19:59:39, 42.98, 0, 70.7, 46, 43.472, 0, 71.1, 46, 37.0088, 1
